comp1_c0_seq1	GO:0009507, GO:0016020
comp38711_c0_seq1	GO:0006118, GO:0016491, GO:0045156, GO:0016021, GO:0045158, GO:0009767, GO:0009535
comp38752_c0_seq1	
comp38792_c0_seq1	GO:0006887, GO:0000145
comp38801_c0_seq1	
comp38806_c0_seq1	GO:0005515
comp38897_c0_seq1	
comp38902_c0_seq1	GO:0005524, GO:0009507, GO:0046872, GO:0050242, GO:0015979, GO:0016310, GO:0016301, GO:0006090, GO:0015976
comp38925_c0_seq1	
comp38926_c0_seq1	GO:0090304, GO:0003677, GO:0016787
comp38927_c0_seq1	GO:0003676, GO:0015074
comp38977_c0_seq1	
comp38994_c0_seq1	GO:0006518, GO:0005739, GO:0004222, GO:0009535
comp39016_c0_seq1	
comp39029_c0_seq1	GO:0008270, GO:0046872, GO:0008152, GO:0016020, GO:0016021, GO:0016874
comp39039_c0_seq1	GO:0008152, GO:0008568, GO:0016787
comp39073_c0_seq1	GO:0046820, GO:0046654
comp39082_c0_seq1	
comp39116_c0_seq1	GO:0016021, GO:0017177, GO:0004575, GO:0005982, GO:0005985
comp39149_c0_seq1	GO:0015995, GO:0006098, GO:0006364, GO:0009637, GO:0009535, GO:0020037, GO:0005634, GO:0006979, GO:0031977, GO:0019252, GO:0010218, GO:0019760, GO:0006804, GO:0098869, GO:0019288, GO:0019684, GO:0055114, GO:0019852, GO:0010103, GO:0010114, GO:0016688
comp39174_c0_seq1	GO:0005506, GO:0016705, GO:0016020, GO:0055114, GO:0004497, GO:0020037
comp39189_c0_seq1	GO:0006508, GO:0004222, GO:0005886
comp39223_c0_seq1	GO:0003676, GO:0016887, GO:0005524, GO:0005739, GO:0016020, GO:0015074
comp39313_c0_seq1	GO:0008270, GO:0006011, GO:0009834, GO:0042742, GO:0005982, GO:0005886, GO:0005985, GO:0045492, GO:0016021, GO:0010413, GO:0016760, GO:0030244, GO:0071555, GO:0050832
comp39326_c0_seq1	GO:0003677
comp39335_c0_seq1	GO:0005739
comp39345_c0_seq1	GO:0008150, GO:0015706, GO:0005543, GO:0010167
comp39349_c0_seq1	GO:0016210, GO:0009813
comp39355_c0_seq1	GO:0003824, GO:0008152
comp39374_c0_seq1	GO:0008270, GO:0006508, GO:0019288, GO:0004176, GO:0006510
comp39376_c0_seq1	GO:0044763, GO:0050789, GO:0050896
comp39423_c0_seq1	GO:0005887, GO:0055085, GO:0015770, GO:0008515
comp39442_c0_seq1	GO:0008150, GO:0005575, GO:0003674
comp39443_c0_seq1	
comp39475_c0_seq1	GO:0005739, GO:0016021, GO:0009536
comp39518_c0_seq1	GO:0008270, GO:0005515
comp39562_c0_seq1	GO:0016020
comp39577_c0_seq1	GO:0009507
comp39655_c0_seq1	
comp39673_c0_seq1	GO:0004930, GO:0006811, GO:0007186, GO:0016021, GO:0005230
comp39708_c0_seq1	GO:0005488
comp39743_c0_seq1	GO:0009507, GO:0016020, GO:0016021
comp39806_c0_seq1	GO:0005515, GO:0009536
comp39808_c0_seq1	GO:0005488
comp39826_c0_seq1	GO:0005515
comp39841_c0_seq1	GO:0090304, GO:0044260, GO:0097159, GO:1901363, GO:0043167, GO:0016740, GO:0016787
comp39871_c0_seq1	GO:0005524, GO:0004672, GO:0006468, GO:0006950
comp39907_c0_seq1	GO:0008270, GO:0008152, GO:0016020, GO:0016021, GO:0016874
comp39929_c0_seq1	GO:0031410
comp39942_c0_seq1	GO:0005524, GO:0009506, GO:0048544, GO:0016021, GO:0031410, GO:0009069, GO:0004674, GO:0030246, GO:0006468, GO:0006952, GO:0005886
comp39994_c0_seq1	
comp40004_c0_seq1	GO:0009507, GO:0044260, GO:0006449, GO:0003747, GO:0043488, GO:0018444, GO:0005840, GO:0071822, GO:0051083
comp40019_c0_seq1	GO:0005524, GO:0006418, GO:0004812, GO:0005737
comp40035_c0_seq1	GO:0005515, GO:0016787
comp40085_c0_seq1	GO:0005524, GO:0016021, GO:0031410, GO:0009069, GO:0004674, GO:0006468, GO:0030247
comp40090_c0_seq1	GO:0005515
comp40149_c0_seq1	
comp40188_c0_seq1	GO:0005515, GO:0000822, GO:0009734
comp40231_c0_seq1	GO:0008152, GO:0005488, GO:0016773
comp40316_c0_seq1	GO:0005739
comp40331_c0_seq1	GO:0005634, GO:0003677, GO:0006355
comp40333_c0_seq1	GO:0008270, GO:0005515
comp40344_c0_seq1	GO:0005524, GO:0005515, GO:0048367, GO:0051707, GO:0009791, GO:0016021, GO:0043067, GO:0004672, GO:0006468, GO:0031347, GO:0071944
comp40486_c0_seq1	
comp40507_c0_seq1	GO:0005840
comp40530_c0_seq1	GO:0008152, GO:0005488, GO:0016740
comp40633_c0_seq1	GO:0008150
comp40660_c0_seq1	
comp40669_c0_seq1	GO:0003676, GO:0005739, GO:0016021
comp40693_c0_seq1	GO:0000166, GO:0016310, GO:0009069, GO:0004674
comp40697_c0_seq1	GO:0003676, GO:0008270, GO:0005509, GO:0015074, GO:0009654, GO:0015979, GO:0019898
comp40717_c0_seq1	
comp40758_c0_seq1	GO:0006118, GO:0045156, GO:0006098, GO:0005509, GO:0009654, GO:0009543, GO:0009344, GO:0019898, GO:0009767
comp40776_c0_seq1	GO:0016021, GO:0006465, GO:0008233
comp40896_c0_seq1	GO:0003676, GO:0016887, GO:0005524, GO:0008270, GO:0006508, GO:0015074, GO:0008233, GO:0016798
comp40912_c0_seq1	GO:0008150, GO:0003674
comp40916_c0_seq1	GO:0005515
comp40937_c0_seq1	GO:0016758, GO:0008152
comp41009_c0_seq1	GO:0016020
comp41026_c0_seq1	
comp41051_c0_seq1	
comp41053_c0_seq1	GO:0005524, GO:0009737, GO:0007165, GO:0016021, GO:0005829, GO:0009069, GO:0004674, GO:0006468
comp41077_c0_seq1	GO:0048038, GO:0051287, GO:0005739, GO:0055114, GO:0016651
comp41081_c0_seq1	GO:0097159, GO:1901363, GO:0005737, GO:0046872, GO:0008152
comp41285_c0_seq1	
comp41361_c0_seq1	GO:0016021, GO:0031410
comp41362_c0_seq1	GO:0003677, GO:0005634, GO:0006351, GO:0006355
comp41451_c0_seq1	
comp41460_c0_seq1	GO:0005524, GO:0050794, GO:0016020, GO:0009791, GO:0044464, GO:0004672, GO:0006468, GO:0050896
comp41498_c0_seq1	GO:0005524, GO:0018108, GO:0004714, GO:0016021, GO:0007169, GO:0009069, GO:0004674, GO:0030246
comp41539_c0_seq1	GO:0003677, GO:0005667, GO:0003700, GO:0006355, GO:0006355
comp41553_c0_seq1	GO:0046486, GO:0009341, GO:0005618, GO:0048046, GO:0006012, GO:0030246, GO:0004565, GO:0006027, GO:0006687
comp41571_c0_seq1	GO:0009411
comp41572_c0_seq1	GO:0003677
comp41743_c0_seq1	GO:0005515
comp41906_c0_seq1	GO:0009231, GO:0008531, GO:0016310, GO:0016787
comp41921_c0_seq1	GO:0003676, GO:0005524, GO:0008270, GO:0015074, GO:0016310, GO:0016773, GO:0016301, GO:0009536
comp41962_c0_seq1	GO:0006811, GO:0007165, GO:0016020, GO:0007268, GO:0004970
comp41992_c0_seq1	GO:0006814, GO:0015992, GO:0006120, GO:0016021, GO:0008137, GO:0006744, GO:0005743, GO:0005886, GO:0070469
comp41996_c0_seq1	
comp42014_c0_seq1	GO:0001046, GO:0005634, GO:0001228, GO:0046983, GO:0045944
comp42045_c0_seq1	GO:0033925, GO:0005737
comp42076_c0_seq1	GO:0046872, GO:0044425, GO:0044237
comp42088_c0_seq1	GO:0005515
comp42208_c0_seq1	GO:0016020
comp42211_c0_seq1	GO:0006914
comp42219_c0_seq1	GO:0009506, GO:0007165, GO:0016021, GO:0006952, GO:0004871, GO:0046658
comp42255_c0_seq1	GO:0005887, GO:0015992, GO:0005351, GO:0046323, GO:0005355, GO:1904659
comp42270_c0_seq1	GO:0003677
comp42301_c0_seq1	GO:0008150, GO:0008270, GO:0003674
comp42305_c0_seq1	GO:0032559, GO:0044260, GO:0003824, GO:0032550, GO:0046872, GO:0005739, GO:0016020, GO:0043168, GO:0044238
comp42308_c0_seq1	GO:0016301, GO:0030247
comp42368_c0_seq1	GO:0008150
comp42400_c0_seq1	GO:0006118, GO:0097159, GO:1901363, GO:0046872, GO:0008940, GO:0009325, GO:0055114, GO:0046857, GO:0042126
comp42424_c0_seq1	GO:0005618, GO:0048046, GO:0071555, GO:0004553, GO:0016762, GO:0010411, GO:0042546
comp42611_c0_seq1	GO:0008270, GO:0006355
comp42645_c0_seq1	GO:0005524, GO:0005509, GO:0016021, GO:0009069, GO:0004674, GO:0006468, GO:0030247
comp42649_c0_seq1	GO:0004722, GO:0008287, GO:0046872, GO:0006470, GO:0005829
comp42651_c0_seq1	GO:0000166, GO:0016020
comp42721_c0_seq1	GO:0009507, GO:0016021, GO:0009522, GO:0015979
comp42730_c0_seq1	
comp42736_c0_seq1	GO:0016020, GO:0008152
comp42765_c0_seq1	
comp42781_c0_seq1	GO:0006855, GO:0015297, GO:0016021, GO:0015238
comp42817_c0_seq1	
comp42839_c0_seq1	GO:0016787
comp42864_c0_seq1	GO:0006281, GO:0005634, GO:0000724, GO:0006355, GO:0003697
comp42923_c0_seq1	GO:0022891, GO:0055085, GO:0016021
comp42948_c0_seq1	GO:0097159, GO:1901363, GO:0016491, GO:0046872, GO:0008152
comp42967_c0_seq1	GO:0008270, GO:0005515
comp42978_c0_seq1	GO:0005515, GO:0005739
comp42982_c0_seq1	GO:0005524, GO:0016020, GO:0004672, GO:0006468
comp42991_c0_seq1	GO:0016757, GO:0016020, GO:0009987
comp42994_c0_seq1	
comp42996_c0_seq1	GO:0003824
comp43008_c0_seq1	
comp43026_c0_seq1	GO:0016021
comp43072_c0_seq1	GO:0003676, GO:0008270, GO:0015074
comp43152_c0_seq1	GO:0045261, GO:0005524, GO:0015991, GO:0015986, GO:0009535, GO:0046933
comp43183_c0_seq1	
comp43244_c0_seq1	GO:0010264, GO:0006020, GO:0007165, GO:0046854, GO:0005886, GO:0046855, GO:0000287, GO:0009409, GO:0008934, GO:0019243, GO:0010347, GO:0019872, GO:0005829, GO:0019761, GO:0019853, GO:0052832, GO:0052833
comp43363_c0_seq1	GO:0003723, GO:0003735, GO:0002181, GO:0032543, GO:0042254, GO:0016740, GO:0005762
comp43382_c0_seq1	GO:0003676, GO:0003677, GO:0003723, GO:0046983
comp43395_c0_seq1	GO:0005739
comp43443_c0_seq1	GO:0008152, GO:0043167
comp43444_c0_seq1	GO:0009570, GO:0048440, GO:0009507, GO:0009094, GO:0043481, GO:0008152, GO:0016597, GO:0047769, GO:0010048, GO:0004664
comp43458_c0_seq1	GO:0003735, GO:0022625, GO:0000027, GO:0005762, GO:0006412
comp43521_c0_seq1	GO:0016020
comp43584_c0_seq1	GO:0009507, GO:0008909, GO:0009058, GO:0006952, GO:0009536, GO:0016853
comp43681_c0_seq1	GO:0016491, GO:0008152, GO:0055114
comp43683_c0_seq1	
comp43691_c0_seq1	GO:0009570, GO:0020037, GO:0048307, GO:0042128, GO:0050421, GO:0046872, GO:0005739, GO:0016020, GO:0048046, GO:0015706, GO:0019344, GO:0055114, GO:0051539
comp43732_c0_seq1	GO:0005515
comp43777_c0_seq1	
comp43811_c0_seq1	GO:0003677, GO:0006206, GO:0003899, GO:0032549, GO:0006351, GO:0006144, GO:0005730
comp43902_c0_seq1	GO:0005739
comp43921_c0_seq1	GO:0003676, GO:0005975, GO:0016020, GO:0015923
comp43927_c0_seq1	GO:0000287, GO:0004743, GO:0006094, GO:0030955, GO:0006096, GO:0006144, GO:0016301, GO:0015976
comp43942_c0_seq1	GO:0009570, GO:0008270, GO:0006508, GO:0004177, GO:0005773, GO:0008237
comp44003_c0_seq1	GO:0009698, GO:0019752, GO:0016841
comp44038_c0_seq1	GO:0005524, GO:0016020, GO:0044464, GO:0004672, GO:0006468
comp44060_c0_seq1	GO:0003677, GO:0009507, GO:0006206, GO:0003899, GO:0006351, GO:0006144, GO:0005730
comp44064_c0_seq1	GO:0003677, GO:0046983
comp44083_c0_seq1	GO:0008150, GO:0003674
comp44093_c0_seq1	GO:0003677, GO:0005634, GO:0006351, GO:0006355
comp44094_c0_seq1	GO:0006855, GO:0015297, GO:0016021, GO:0015238
comp44139_c0_seq1	GO:0006118, GO:0031361, GO:0005506, GO:0009055, GO:0015979, GO:0055114, GO:0009535, GO:0020037
comp44226_c0_seq1	GO:0008270, GO:0016020, GO:0031410
comp44308_c0_seq1	
comp44320_c0_seq1	
comp44373_c0_seq1	
comp44397_c0_seq1	GO:0006855, GO:0015297, GO:0016021, GO:0015238
comp44398_c0_seq1	GO:0003676, GO:0005524, GO:0008270, GO:0005737, GO:0005096, GO:0015074, GO:0043547
comp44480_c0_seq1	
comp44554_c0_seq1	GO:0008150, GO:0009741, GO:0009733
comp44555_c0_seq1	GO:0016020
comp44574_c0_seq1	GO:0005739, GO:0016021
comp44575_c0_seq1	
comp44587_c0_seq1	GO:0008150, GO:0005575
comp44607_c0_seq1	GO:0003676, GO:0008270, GO:0046872, GO:0015074
comp44638_c0_seq1	GO:0005524, GO:0009507, GO:0019375, GO:0005739, GO:0016036, GO:0016787
comp44653_c0_seq1	GO:0044425, GO:0009536
comp44661_c0_seq1	GO:0008150, GO:0008270, GO:0009507, GO:0008152, GO:0031425, GO:0003674, GO:0008568, GO:0016787, GO:0016556
comp44712_c0_seq1	GO:0004190, GO:0030163, GO:0006508
comp44733_c0_seq1	GO:0016758, GO:0008152
comp44794_c0_seq1	GO:0010162, GO:0016569, GO:0019915, GO:0009793, GO:0010182, GO:0004386, GO:0006342, GO:0009933, GO:0043687, GO:0000278, GO:0000398, GO:0005524, GO:0003723, GO:0009909, GO:0045893, GO:0010599, GO:0010216, GO:0090502, GO:0010492, GO:0009640, GO:0035196, GO:0010050, GO:0007267, GO:0006353, GO:0009845, GO:0009944, GO:0005634, GO:0003677, GO:0004525, GO:0006306, GO:0009616, GO:0005737, GO:0046872, GO:0050826, GO:0010228, GO:0016442, GO:0010267, GO:0016567
comp44804_c0_seq1	
comp44845_c0_seq1	GO:0006281, GO:0003913
comp44848_c0_seq1	GO:0005524, GO:0006094, GO:0005945, GO:0046872, GO:0006098, GO:0006002, GO:0006013, GO:0061615, GO:0006000, GO:0006012, GO:0003872
comp44920_c0_seq1	GO:0005634, GO:0005667, GO:0003700, GO:0006355, GO:0043565, GO:0006355
comp45212_c0_seq1	GO:0016117, GO:0009073, GO:0006098, GO:0009534, GO:0009941, GO:0006364, GO:0009965, GO:0006636, GO:0045893, GO:0016020, GO:0019344, GO:0030154, GO:0019288, GO:0055114, GO:0051744
comp45248_c0_seq1	
comp45289_c0_seq1	GO:0009695, GO:0004165, GO:0004300, GO:0006568, GO:0005874, GO:0009507, GO:0006635, GO:0009506, GO:0045298, GO:0009908, GO:0019482, GO:0003729, GO:0018874, GO:0018812, GO:0008692, GO:0006552, GO:0006574, GO:0006550, GO:0006633, GO:0006554, GO:0008017, GO:0046251, GO:0005777, GO:0003857, GO:0005618
comp45402_c0_seq1	GO:0005887, GO:0008271, GO:1902358
comp45408_c0_seq1	GO:0005515
comp45423_c0_seq1	
comp45425_c0_seq1	GO:0016491, GO:0008152, GO:0020037
comp45426_c0_seq1	GO:0008152, GO:0016787
comp45466_c0_seq1	GO:0005667, GO:0003700, GO:0006355, GO:0043565, GO:0006355
comp45535_c0_seq1	GO:0005524, GO:0042626, GO:0055085, GO:0008152, GO:0016021
comp45556_c0_seq1	GO:0089711, GO:0010363, GO:0010583, GO:0015696, GO:0015189, GO:0015297, GO:0051938, GO:1903401, GO:0015181, GO:0043069, GO:0006612, GO:0043269, GO:1903826, GO:0005886, GO:0006862, GO:0005313, GO:0006888, GO:0009407, GO:0005737, GO:0016021, GO:0015824, GO:0043091
comp45578_c0_seq1	GO:0004129, GO:0005507, GO:0016021, GO:1902600, GO:0006123, GO:0031410, GO:0005751
comp45729_c0_seq1	GO:0046872
comp45758_c0_seq1	GO:0016887, GO:0005524, GO:0008152, GO:0016021, GO:0006810
comp45789_c0_seq1	GO:0003676, GO:0008270
comp45793_c0_seq1	GO:0005515
comp45804_c0_seq1	GO:0004190, GO:0030163, GO:0006508, GO:0031410
comp45844_c0_seq1	GO:0005488
comp45948_c0_seq1	GO:0008152, GO:0015706, GO:0010167, GO:0016787
comp45970_c0_seq1	GO:0051287, GO:0004617, GO:0006564, GO:0055114, GO:0016597, GO:0006544, GO:0006566
comp45992_c0_seq1	GO:0003735, GO:0005739, GO:0042254, GO:0005840, GO:0006412
comp46056_c0_seq1	GO:0016811, GO:0006807
comp46130_c0_seq1	GO:0016021, GO:0015171, GO:0005886, GO:0003333
comp46170_c0_seq1	GO:0005975, GO:0003824, GO:0030246, GO:0009536
comp46171_c0_seq1	GO:0008270, GO:0006352, GO:0008168, GO:0006368, GO:0003677, GO:0005634, GO:0034968, GO:0046872, GO:0016570, GO:0016593, GO:0018024, GO:0016740, GO:0032259
comp46191_c0_seq1	GO:0032880, GO:0009341, GO:0048767, GO:0006012, GO:0009505, GO:0009536, GO:0004565, GO:0042744, GO:0006027, GO:0006687, GO:0009506, GO:0046486, GO:0048046, GO:0030246
comp46207_c0_seq1	
comp46251_c0_seq1	GO:0008150, GO:0006888, GO:0005737, GO:0006486, GO:0043090
comp46253_c0_seq1	GO:0006118, GO:0005506, GO:0016491, GO:0022904, GO:0016021, GO:0015979, GO:0045158, GO:0009535, GO:0020037
comp46271_c0_seq1	
comp46276_c0_seq1	GO:0005634, GO:0046983
comp46439_c0_seq1	GO:0009507, GO:0016021
comp46448_c0_seq1	GO:0003676, GO:0046872, GO:0015074, GO:0016310, GO:0016301
comp46483_c0_seq1	GO:0019901, GO:0000079
comp46564_c0_seq1	GO:0003676, GO:0008270, GO:0015074
comp46608_c0_seq1	GO:0005524, GO:0046872, GO:0050242, GO:0016310, GO:0016301, GO:0006090, GO:0015976
comp46628_c1_seq1	GO:0003676, GO:0008270, GO:0005509, GO:0015074, GO:0009654, GO:0015979, GO:0019898
comp46642_c0_seq1	GO:0000160
comp46655_c0_seq1	GO:0005506, GO:0044550, GO:0016021, GO:0016709, GO:0055114, GO:0020037
comp46694_c0_seq1	GO:0033926, GO:0017177, GO:0004575, GO:0005982, GO:0005985
comp46711_c0_seq1	
comp46775_c0_seq1	
comp46784_c0_seq1	GO:0003676
comp46911_c0_seq1	GO:0005802, GO:0016021, GO:0005886
comp46993_c0_seq1	
comp47118_c0_seq1	GO:0090305, GO:0009507, GO:0008270, GO:0004519, GO:0005739, GO:0016021, GO:0006397, GO:0016556
comp47183_c0_seq1	GO:0048038, GO:0051287, GO:0005739, GO:0055114, GO:0016651
comp47199_c0_seq1	GO:0016021, GO:0016310, GO:0016773, GO:0016301
comp47329_c0_seq1	GO:0005524, GO:0016021, GO:0031410, GO:0009069, GO:0004674, GO:0006468, GO:0030247
comp47357_c0_seq1	GO:0016051, GO:0004360, GO:0006002, GO:0006047, GO:0006487, GO:0030246, GO:0016853
comp47367_c0_seq1	GO:0042967, GO:0006526, GO:0005737, GO:0000051, GO:0004042, GO:0016310, GO:0003991
comp47415_c0_seq1	GO:0016021, GO:0015171, GO:0005886, GO:0003333
comp47530_c0_seq1	GO:0006814, GO:0031966, GO:0015992, GO:0006120, GO:0016021, GO:0008137, GO:0006744, GO:0070469
comp47531_c0_seq1	
comp47578_c0_seq1	GO:0005634, GO:0000989, GO:0006355
comp47608_c0_seq1	GO:0016021, GO:0017177, GO:0004575, GO:0005982, GO:0005985
comp47675_c0_seq1	GO:0005975, GO:0097159, GO:1901363, GO:0004553, GO:0071704
comp47723_c0_seq1	GO:0008270, GO:0005515, GO:0016043, GO:0048856, GO:0044763, GO:0044767
comp47732_c0_seq1	GO:0008171, GO:0046983, GO:0032259
comp47752_c0_seq1	GO:0003779, GO:0030042, GO:0015629
comp47769_c0_seq1	GO:0003676, GO:0008270, GO:0005509, GO:0015074, GO:0009654, GO:0015979, GO:0019898
comp47771_c0_seq1	GO:0006814, GO:0015992, GO:0006120, GO:0016021, GO:0008137, GO:0006744, GO:0005743, GO:0070469
comp47869_c0_seq1	
comp47897_c0_seq1	GO:0000023, GO:0019252, GO:0006098, GO:0016021
comp47952_c0_seq1	GO:0006355
comp47997_c0_seq1	GO:0005525, GO:0003677, GO:0005769, GO:0010009, GO:0007264, GO:0003924, GO:0000160, GO:0045022, GO:0006355, GO:0006623
comp48069_c0_seq1	GO:0003676, GO:0008270
comp48072_c0_seq1	
comp48129_c0_seq1	GO:0000166, GO:0006281, GO:0000184, GO:0007165, GO:0009069, GO:0004674, GO:0006468
comp48162_c0_seq1	GO:0003735, GO:0022625, GO:0000027, GO:0005762, GO:0006412
comp48249_c0_seq1	GO:0005506, GO:0016707, GO:0055114, GO:0016102
comp48268_c0_seq1	
comp48299_c0_seq1	GO:0032559, GO:0032550, GO:0005739, GO:0043168
comp48439_c0_seq1	GO:0008150, GO:0005575
comp48558_c0_seq1	GO:0004129, GO:0005507, GO:0045277, GO:0016021, GO:1902600, GO:0006123, GO:0005743
comp48764_c0_seq1	
comp48781_c0_seq1	GO:0043167
comp48814_c0_seq1	
comp48838_c0_seq1	GO:0009507, GO:0003735, GO:0042254, GO:0015934, GO:0019843, GO:0006412
comp48989_c0_seq1	GO:0005515, GO:0016021
comp49008_c0_seq1	GO:0004129, GO:0005507, GO:0045277, GO:0016021, GO:1902600, GO:0006123, GO:0005743
comp49066_c0_seq1	GO:0009705, GO:0015140, GO:0071423
comp49077_c0_seq1	GO:0000166, GO:0003676
comp49158_c0_seq1	
comp49201_c0_seq1	GO:0005488
comp49211_c0_seq1	GO:0052696, GO:0080043, GO:0043231, GO:0080044, GO:0009813
comp49247_c0_seq1	
comp49331_c0_seq1	GO:0048038, GO:0051287, GO:0005739, GO:0055114, GO:0016651
comp49408_c0_seq1	
comp49447_c0_seq1	GO:0016491, GO:0055114
comp49721_c0_seq1	GO:0016021, GO:0042973, GO:0005982, GO:0005985, GO:0031225
comp49757_c0_seq1	GO:0005524, GO:0022891, GO:0042626, GO:0055085, GO:0008152, GO:0016021, GO:0005886, GO:0071702
comp49781_c0_seq1	GO:0003676, GO:0016887, GO:0005524, GO:0009507, GO:0005739, GO:0015074, GO:0016772
comp49799_c0_seq1	GO:0046872
comp49955_c0_seq1	GO:0090304
comp49956_c0_seq1	GO:0005524, GO:0009737, GO:0007165, GO:0016021, GO:0005829, GO:0009069, GO:0004674, GO:0006468
comp50019_c0_seq1	GO:0005524, GO:0042626, GO:0055085, GO:0008152, GO:0016021, GO:0005886
comp50127_c0_seq1	GO:0009507
comp50144_c0_seq1	GO:0047196, GO:0042967, GO:0019432, GO:0004144, GO:0005886
comp50253_c0_seq1	
comp50267_c0_seq1	GO:0015995, GO:0016117, GO:0009073, GO:0006098, GO:0009534, GO:0009941, GO:0006364, GO:0009965, GO:0033728, GO:0006636, GO:0045893, GO:0016020, GO:0019344, GO:0030154, GO:0019288, GO:0055114, GO:0051744
comp50320_c0_seq1	GO:0000287, GO:0006118, GO:0016491, GO:0009055, GO:0016021, GO:0009522, GO:0018298, GO:0015979, GO:0055114, GO:0051539, GO:0016168, GO:0009535
comp50364_c0_seq1	GO:0005515
comp50375_c0_seq1	GO:0005975, GO:0097159, GO:1901363, GO:0046872, GO:0016020, GO:0015923, GO:0016772, GO:0044237
comp50383_c0_seq1	
comp50421_c0_seq1	
comp50471_c0_seq1	GO:0005739
comp50508_c0_seq1	GO:0005524, GO:0042626, GO:0055085, GO:0008152, GO:0016021, GO:0005886
comp50525_c0_seq1	
comp50535_c0_seq1	GO:0005506, GO:0016705, GO:0055114, GO:0004497, GO:0020037
comp50600_c0_seq1	GO:0003824, GO:0008152
comp50610_c0_seq1	
comp50619_c0_seq1	GO:0050662, GO:0045552, GO:0055114, GO:0009813
comp50620_c0_seq1	GO:0003676, GO:0008270, GO:0005509, GO:0015074, GO:0009654, GO:0015979, GO:0019898
comp50631_c0_seq1	GO:0003676, GO:0044237
comp50634_c0_seq1	GO:0005506, GO:0016705, GO:0016020, GO:0055114, GO:0020037
comp50710_c0_seq1	GO:0005634, GO:0003677, GO:0006355
comp50736_c0_seq1	GO:0005975, GO:0006098, GO:0017057
comp50820_c0_seq1	GO:0006118, GO:0016491, GO:0046872, GO:0009055, GO:0022904, GO:0016021, GO:0005743, GO:0070469
comp50838_c0_seq1	GO:0009506, GO:0000911, GO:0009630, GO:0000226
comp50878_c0_seq1	GO:0009507
comp50918_c0_seq1	GO:0046482, GO:0009705, GO:0022891, GO:0006635, GO:0010583, GO:0009407, GO:0055085, GO:0016021, GO:0015706, GO:0009535
comp50939_c0_seq1	GO:0016747
comp51015_c0_seq1	GO:0000287, GO:0006118, GO:0016491, GO:0009055, GO:0016021, GO:0009522, GO:0018298, GO:0015979, GO:0055114, GO:0051539, GO:0016168, GO:0009535
comp51071_c0_seq1	GO:0005515
comp51379_c0_seq1	GO:0009644, GO:0043565, GO:0042542, GO:0043666, GO:0006355, GO:0009966, GO:0005634, GO:0004864, GO:0005667, GO:0003700, GO:0043086, GO:0045892, GO:0016021
comp51421_c0_seq1	GO:0046872, GO:0006807, GO:0016021, GO:0005829, GO:0000224, GO:0006499
comp51428_c0_seq1	GO:0000166, GO:0044260, GO:0016310, GO:0016773, GO:0044238, GO:0016301
comp51454_c0_seq1	GO:0003676, GO:0008270, GO:0005739, GO:0015074
comp51476_c0_seq1	GO:0045490, GO:0046872, GO:0030570, GO:0031410
comp51591_c0_seq1	GO:0009507, GO:0016020, GO:0044238, GO:0071704, GO:0006796
comp51626_c0_seq1	GO:0003676, GO:0008270, GO:0005739, GO:0015074
comp51634_c0_seq1	GO:0006629, GO:0016787
comp51640_c0_seq1	
comp51730_c0_seq1	GO:0016021, GO:0006810, GO:0005215
comp51757_c0_seq1	
comp51764_c0_seq1	GO:0005634, GO:0003677, GO:0005667, GO:0003700, GO:0006355, GO:0006355
comp51785_c0_seq1	GO:0031410
comp51918_c0_seq1	GO:0097159, GO:1901363, GO:0046872, GO:0009523, GO:0016772, GO:0044237
comp51923_c0_seq1	GO:0000902
comp51946_c0_seq1	GO:0009507, GO:0008152, GO:0009536, GO:0016787
comp52041_c0_seq1	GO:0004129, GO:0005507, GO:0005506, GO:0016021, GO:0006123, GO:1902600, GO:0009060, GO:0005751, GO:0005886, GO:0020037
comp52047_c0_seq1	GO:0016758, GO:0008152
comp52062_c0_seq1	
comp52063_c0_seq1	GO:0046983
comp52088_c0_seq1	GO:0006118, GO:0005506, GO:0016491, GO:0005739, GO:0022904, GO:0009512, GO:0016021, GO:0019684, GO:0045158, GO:0009535, GO:0020037
comp52180_c0_seq1	GO:0006118, GO:0009772, GO:0045156, GO:0046872, GO:0009523, GO:0016021, GO:0018298, GO:0016168, GO:0009535
comp52276_c0_seq1	GO:0046872, GO:0046907, GO:0015031, GO:0044425, GO:0009536
comp52282_c0_seq1	GO:0003676, GO:0046872, GO:0016772, GO:0044237, GO:0009536
comp52312_c0_seq1	
comp52330_c0_seq1	GO:0006813, GO:0034220, GO:0016020
comp52404_c0_seq1	GO:0016021
comp52430_c0_seq1	GO:0000373, GO:0003723, GO:0005739, GO:0017004
comp52443_c0_seq1	GO:0003677
comp52514_c0_seq1	GO:0005887, GO:0015992, GO:0005351, GO:0046323, GO:0005355, GO:1904659
comp52536_c0_seq1	GO:0051225, GO:0051011, GO:0045298, GO:0005819, GO:0070652, GO:0009524
